,target,SMS,target_num,SMS_clean,SMS_encoded,len_SMS
146,spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1,freemsg reply text m randy sexy female live local luv hear u netcollex ltd 08700621170150p msg reply stop end,"[614, 29, 20, 2, 2435, 280, 1817, 129, 1105, 203, 174, 1, 1499, 510, 2436, 82, 29, 28, 106]",19
147,ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0,ummmawill check inour life begin qatar pls pray hard,"[3721, 128, 3722, 83, 966, 1500, 59, 729, 432]",9
148,ham,K..i deleted my contact that why?,0,ki delete contact,"[1106, 1107, 92]",3
149,ham,Sindu got job in birla soft ..,0,sindu job birla soft,"[3723, 163, 1818, 1819]",4
150,ham,The wine is flowing and i'm i have nevering..,0,wine flow m nevere,"[629, 1820, 2, 3724]",4
151,ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,0,yup thk cine cos need 2 2 plaza mah,"[172, 145, 945, 89, 23, 3, 3, 2437, 574]",9
152,ham,Ok... Ur typical reply...,0,ok ur typical reply,"[10, 4, 3725, 29]",4
153,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,request melle melle oru minnaminunginte nurungu vettam set callertune caller press 9 copy friend callertune,"[669, 1079, 1079, 1465, 1777, 1778, 1779, 358, 713, 425, 714, 235, 670, 63, 713]",15
154,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0,dirt floor window shirt open mouth come flow dream world half chore time joy lot tv ill guess like thing exist like rain hail mist time,"[3726, 1821, 1501, 967, 412, 2438, 5, 1820, 281, 205, 196, 3727, 18, 1277, 133, 282, 17, 180, 14, 51, 3728, 14, 504, 3729, 3730, 18]",26
155,ham,Aaooooright are you at work?,0,aaooooright work,"[3731, 38]",2
156,ham,I'm leaving my house now...,0,m leave house,"[2, 54, 212]",3
157,ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0,hello love interview today happy good boy think meare miss,"[146, 19, 1278, 25, 60, 9, 213, 22, 3732, 44]",10
158,spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1,customer service annoncement new year delivery wait 07046744435 arrange delivery,"[116, 88, 3733, 37, 91, 362, 50, 3734, 968, 362]",10
159,spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,winner u specially select 2 receive å1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810810,"[465, 1, 781, 254, 3, 158, 221, 90, 7, 167, 782, 873, 159, 129, 507, 3, 49, 2439]",18
160,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0,safe need miss envy real life,"[677, 23, 44, 3735, 209, 83]",6
161,ham,New car and house for my parents.:)i have only new job in hand:),0,new car house parentsi new job hand,"[37, 165, 212, 3736, 37, 163, 330]",7
162,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0,m love m excited day spend happy,"[2, 19, 2, 3737, 16, 364, 60]",7
163,spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,pls stop bootydelious 32f invite friend reply yes434 no434 wwwsmsacubootydelious stop send stop frnd 62468,"[59, 28, 3738, 3739, 360, 63, 29, 3740, 3741, 3742, 28, 13, 28, 266, 969]",15
164,spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",1,bangbabe ur order way u receive service msg 2 download ur content u goto wap bangb tv ur mobile internetservice menu,"[3743, 4, 318, 66, 1, 158, 88, 82, 3, 426, 4, 433, 1, 880, 717, 3744, 282, 4, 34, 3745, 970]",21
165,ham,I place all ur points on e cultures module already.,0,place ur point e culture module,"[110, 4, 233, 78, 3746, 1502]",6
166,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,urgent try contact weekend draw win å900 prize guarantee 09061701939 claim code s89 valid 12hrs,"[109, 48, 92, 190, 166, 33, 946, 69, 138, 3747, 49, 264, 3748, 341, 454]",15
167,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,hi frnd good way avoid missunderstde wit beloved,"[41, 266, 9, 66, 1279, 3749, 511, 2440]",8
168,ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,0,great escape fancy bridge need lager tomo,"[52, 1503, 434, 3750, 23, 3751, 452]",7
169,ham,Yes :)it completely in out of form:)clark also utter waste.,0,yes completely formclark utter waste,"[75, 789, 2441, 1822, 790]",5
170,ham,"Sir, I need AXIS BANK account no and bank address.",0,sir need axis bank account bank address,"[224, 23, 3752, 455, 176, 455, 378]",7
171,ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0,hmmm thk sure time hop ard ya 4 free abt muz u discuss liao,"[791, 145, 99, 18, 971, 372, 124, 7, 12, 302, 678, 1, 972, 225]",14
172,ham,What time you coming down later? ,0,time come later,"[18, 5, 40]",3
173,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0,bloody hell believe forget surname mr   ill u clue spanish begin m,"[1504, 630, 396, 173, 3753, 631, 17, 1, 3754, 1823, 966, 2]",12
174,ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",0,m finish bath goodfine night,"[2, 105, 679, 3755, 47]",5
175,ham,Let me know when you've got the money so carlos can make the call,0,let know ve money carlos,"[72, 8, 67, 121, 543]",5
176,ham,U still going to the mall?,0,u mall,"[1, 1824]",2
177,ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0,turn friend stay til   ltgt   feel free ahead smoke   ltgt   worth,"[566, 63, 214, 319, 11, 64, 12, 953, 306, 11, 456]",11
178,ham,Text her. If she doesnt reply let me know so i can have her log in,0,text reply let know log,"[20, 29, 72, 8, 482]",5
179,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,hi speak maneesha v d like know satisfied experience reply toll free yes,"[41, 159, 1825, 132, 30, 14, 8, 1826, 973, 29, 1827, 12, 75]",13
180,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0,lift hope offer money need especially end month approach hurt study anyways gr8 weekend,"[792, 46, 152, 121, 23, 793, 106, 171, 2442, 236, 413, 1505, 414, 190]",14
181,ham,Lol no. U can trust me.,0,lol u trust,"[95, 1, 730]",3
182,ham,ok. I am a gentleman and will treat you with dignity and respect.,0,ok gentleman treat dignity respect,"[10, 1798, 408, 1799, 1800]",5
183,ham,"He will, you guys close?",0,guy close,"[113, 301]",2
184,ham,Going on nothing great.bye,0,greatbye,[3756],1
185,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0,hello handsome   find job   lazy   work net mummy   s boytoy   miss,"[146, 2443, 71, 163, 787, 38, 974, 1828, 6, 483, 44]",11
186,ham,"Haha awesome, be there in a minute",0,haha awesome minute,"[149, 415, 140]",3
187,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1,customer service representative freephone 0808 145 4742 9am11pm win guarantee å1000 cash å5000 prize,"[116, 88, 723, 881, 1506, 1507, 1508, 1509, 33, 138, 221, 90, 393, 69]",14
188,ham,Have you got Xmas radio times. If not i will get it now,0,xmas radio times,"[283, 1510, 3757]",3
189,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0,jus reach home bathe sis net tell u finish k,"[331, 141, 26, 544, 457, 974, 21, 1, 105, 98]",10
190,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,unique find 30th august wwwareyouuniquecouk,"[1829, 71, 3758, 1830, 3759]",5
191,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0,m sorry ve join league people touch mean great deal friend time great personal cost great week,"[2, 31, 67, 223, 3760, 137, 397, 117, 52, 731, 63, 18, 52, 1108, 189, 52, 39]",17
192,ham,Hi :)finally i completed the course:),0,hi finally complete course,"[41, 512, 632, 545]",4
193,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0,stop suggest stay able stool,"[28, 1831, 214, 307, 3761]",5
194,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,hope ve settle new school year wishin gr8 day,"[46, 67, 882, 37, 272, 91, 2444, 414, 16]",9
195,ham,Gud mrng dear hav a nice day,0,gud mrng dear hav nice day,"[111, 513, 57, 308, 120, 16]",6
196,ham,Did u got that persons story,0,u person story,"[1, 139, 380]",3
197,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0,hamster dead hey tmr meet 1 pm orchard mrt,"[2445, 883, 55, 284, 56, 79, 332, 680, 794]",9
198,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0,hi kate evening hope tomorrow bit bloody babyjontet txt u   xxx,"[41, 681, 273, 46, 74, 156, 1504, 3762, 24, 1, 227]",11
199,ham,"Found it, ENC  &lt;#&gt; , where you at?",0,find enc   ltgt  ,"[71, 3763, 11]",3
200,ham,I sent you  &lt;#&gt;  bucks,0,send   ltgt   buck,"[13, 11, 975]",3
201,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0,hello darlin ve finish college txt u finish u love kate xxx,"[146, 546, 67, 105, 514, 24, 1, 105, 1, 19, 681, 227]",12
202,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0,account refill successfully inr   ltdecimalgt   keralacircle prepay account balance rs   ltdecimalgt   transaction d kr ltgt,"[176, 2446, 1832, 2447, 350, 2448, 2449, 176, 1109, 732, 350, 1280, 30, 2450, 11]",15
203,ham,Goodmorning sleeping ga.,0,goodmorning sleep ga,"[633, 84, 3764]",3
204,ham,U call me alter at 11 ok.,0,u alter 11 ok,"[1, 3765, 774, 10]",4
205,ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,0,ìï like dat dun buy ericsson oso oredi lar,"[134, 14, 181, 125, 87, 2451, 351, 515, 194]",9
206,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,enter cabin pa   happy bday boss   feel special askd 4 lunch lunch invite apartment,"[316, 1273, 245, 60, 506, 780, 64, 162, 626, 7, 161, 161, 360, 872]",14
207,ham,"Aight yo, dats straight dogg",0,aight yo dat straight dogg,"[239, 202, 181, 1110, 3766]",5
208,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,connection today   ltdecimalgt   refund bill,"[976, 25, 350, 3767, 516]",5
209,ham,Both :) i shoot big loads so get ready!,0,  shoot big load ready,"[1281, 168, 625, 185]",4
210,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,s bruv hope great break rewarding semester,"[6, 2452, 46, 52, 333, 2453, 634]",7
211,ham,Home so we can always chat,0,home chat,"[26, 118]",2
212,ham,K:)k:)good:)study well.,0,kkgoodstudy,[3768],1
213,ham,Yup... How Ì_ noe leh...,0,yup ì noe leh,"[172, 45, 398, 274]",4
214,ham,Sounds great! Are you home now?,0,sound great home,"[285, 52, 26]",3
215,ham,Finally the match heading towards draw as your prediction.,0,finally match head draw prediction,"[512, 395, 365, 166, 3769]",5
216,ham,Tired. I haven't slept well the past few nights.,0,tired sleep past night,"[628, 84, 977, 47]",4
217,ham,Easy ah?sen got selected means its good..,0,easy ahsen got select mean good,"[215, 2454, 344, 254, 117, 9]",6
218,ham,I have to take exam with march 3,0,exam march 3,"[484, 576, 94]",3
219,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0,yeah think use gt atm register sure s help let know sure ready,"[76, 22, 160, 884, 1833, 682, 99, 6, 119, 72, 8, 99, 185]",13
220,ham,Ok no prob. Take ur time.,0,ok prob ur time,"[10, 427, 4, 18]",4
221,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0,os ubandu run instal hard diskyou use os copy important file system repair shop,"[2455, 3770, 201, 2456, 432, 3771, 160, 2455, 670, 309, 885, 978, 1834, 231]",14
222,ham,"Sorry, I'll call later",0,sorry ill later,"[31, 17, 40]",3
223,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,u leh course happen lar v romantic jus bit lor thk e nite scenery nice leh,"[1, 274, 545, 144, 194, 132, 1835, 331, 156, 27, 145, 78, 381, 3772, 120, 274]",16
224,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,500 new mobile 2004 txt nokia 89545   collect todayfrom å1 www4tcbiz 2optout 08718726270150gbpmtmsg18,"[320, 37, 34, 875, 24, 104, 1836, 237, 2457, 1837, 1838, 1511, 1839]",13
225,ham,Would really appreciate if you call me. Just need someone to talk to.,0,appreciate need talk,"[795, 23, 115]",3
226,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo follow ur star sign e g horo arie,"[1, 56, 4, 281, 1111, 112, 4, 1512, 3, 3773, 101, 3, 71, 12, 24, 2458, 538, 4, 1112, 733, 78, 216, 2458, 3774]",24
227,ham,Hey company elama po mudyadhu.,0,hey company elama po mudyadhu,"[55, 435, 3775, 222, 3776]",5
228,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,life strict teacher bcoz teacher teach lesson amp conduct exam life conduct exam amp teach lesson happy morning,"[83, 3777, 1840, 635, 1840, 636, 299, 80, 2459, 484, 83, 2459, 484, 80, 636, 299, 60, 86]",18
229,ham,Dear good morning now only i am up,0,dear good morning,"[57, 9, 86]",3
230,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,gandhipuram walk cross cut road right ltgt street road turn right,"[3778, 259, 1282, 476, 734, 70, 11, 796, 734, 566, 70]",11
231,ham,Dear we are going to our rubber place,0,dear rubber place,"[57, 3779, 110]",3
232,ham,"Sorry battery died, yeah I'm here",0,sorry battery die yeah m,"[31, 979, 416, 76, 2]",5
233,ham,Yes:)here tv is always available in work place..,0,yeshere tv available work place,"[2460, 282, 463, 38, 110]",5
234,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1,text   meet sexy today u find date flirt u join 4 10p reply   age eg sam 25 18 msg recdthirtyeight penny,"[20, 56, 280, 25, 1, 71, 195, 797, 1, 223, 7, 547, 29, 431, 617, 1283, 1284, 175, 82, 3780, 1513]",21
235,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,0,print oh   ltgt   come upstairs,"[1285, 53, 11, 5, 2461]",5
236,ham,Or ill be a little closer like at the bus stop on the same street,0,ill little close like bus stop street,"[17, 269, 301, 14, 255, 28, 796]",7
